"user_id","book_id","rating"
86,5,4
86,7806,4
86,2716,2
86,2023,3
86,635,3
86,560,3
86,272,4
86,3379,2
86,109,3
86,154,4
86,1914,4
86,276,5
86,2380,3
86,7039,4
86,200,4
86,148,3
86,6195,3
86,7810,4
86,653,4
86,323,4
86,485,5
86,8,4
86,65,4
86,1041,5
86,1996,3
86,3754,3
86,116,3
86,590,3
86,478,3
86,2,2
86,162,4
86,25,4
86,27,4
86,24,3
86,21,3
86,18,4
86,23,2
98,1106,5
98,2860,4
98,1781,5
98,5400,5
98,177,4
98,3061,5
98,2864,5
98,7753,5
98,174,4
98,4643,5
98,3795,5
98,5229,5
98,45,5
98,19,5
98,155,5
98,161,5
98,1327,3
98,2172,4
98,201,3
98,457,4
98,4670,4
98,534,3
98,826,3
98,95,4
98,346,3
98,699,3
98,71,3
98,661,4
98,611,4
98,5,4
98,264,2
98,158,5
98,3900,3
98,1763,2
98,595,4
98,375,4
98,1196,4
98,299,3
98,522,4
98,1923,2
98,1530,4
98,2931,2
98,344,3
98,5059,3
98,493,4
98,322,3
98,326,4
98,4862,4
98,204,5
98,97,4
98,373,3
98,59,4
98,1385,3
98,2957,4
98,1,4
98,312,3
98,17,4
98,20,4
98,2990,3
98,618,3
98,721,4
98,240,4
98,1040,3
98,561,3
98,293,4
98,409,4
98,3756,3
98,5510,5
98,6827,4
103,867,5
103,11,4
103,287,5
103,2860,5
103,397,4
103,45,5
103,520,4
103,113,4
103,4468,3
103,268,4
103,430,5
103,65,4
103,2681,5
103,16,3
103,98,3
103,46,3
103,727,3
103,40,4
103,212,4
103,522,3
103,658,4
103,378,3
103,572,3
103,372,4
103,211,4
103,1928,2
103,30,4
103,348,2
103,801,4
103,1,4
103,1082,3
103,20,3
103,437,2
103,17,4
103,2905,3
103,285,4
103,3429,3
103,31,4
103,3733,4
103,1851,3
103,1281,3
103,678,1
103,1442,3
103,1212,4
103,185,5
103,61,3
103,7640,4
103,1271,3
103,1242,4
103,1136,2
103,3708,1
103,1198,5
103,1326,4
103,226,3
103,1055,3
103,654,4
103,217,3
103,983,4
103,3257,4
103,1385,4
103,6450,3
103,1220,2
103,668,2
103,458,4
103,551,5
103,2848,5
103,682,4
103,7517,4
103,439,4
103,852,5
103,322,3
103,1736,3
103,1539,3
103,6033,4
103,279,3
103,6443,4
103,43,5
103,1688,3
103,2307,3
106,639,1
106,390,3
106,3398,2
106,375,3
106,1178,2
106,116,1
106,2926,3
106,1996,2
106,547,1
106,66,3
106,699,2
106,3351,2
106,706,3
106,786,3
106,1206,1
106,4862,2
106,213,2
106,3126,3
106,5870,3
106,618,2
106,9,4
106,606,4
106,439,4
106,2,3
106,18,3
106,24,4
106,27,5
106,21,4
106,23,3
106,25,4
106,229,3
106,180,1
106,189,3
106,127,3
106,11,4
106,2348,4
106,10,4
106,6092,3
106,4646,2
106,3402,3
106,1207,3
106,430,5
106,3868,5
106,70,4
106,4155,4
106,304,4
172,165,3
172,188,4
172,682,5
172,1415,4
172,2300,4
172,1427,3
172,192,5
172,522,4
172,1517,4
172,698,5
172,106,4
172,215,4
172,3727,5
172,277,3
172,1029,5
172,2244,5
172,104,4
172,1914,3
172,3754,4
172,4674,4
172,6,5
172,1700,4
172,72,4
172,886,3
172,276,4
172,789,4
172,890,4
172,2196,3
172,2646,2
172,587,5
172,1263,4
172,2218,5
172,30,4
172,858,5
172,2871,4
172,144,5
172,1527,5
172,352,4
172,5702,3
172,3725,3
172,2895,3
172,4953,4
172,3261,4
172,91,2
172,3227,3
172,1727,3
172,2139,4
172,290,4
172,536,3
172,1046,5
172,2140,5
172,2728,4
172,2742,4
172,3670,3
172,4461,5
172,3822,5
172,1808,4
172,139,3
172,3733,4
172,4006,5
172,537,5
172,1349,5
172,2246,5
172,7693,4
172,5529,3
172,168,4
172,2388,4
172,232,3
172,932,5
172,7920,5
172,327,3
172,612,4
172,985,4
172,2335,4
245,743,5
245,378,4
245,1158,5
245,321,5
245,3710,5
245,274,5
245,879,4
245,2612,4
245,779,4
245,436,4
245,238,2
245,38,3
245,32,3
245,172,4
245,361,3
245,160,3
245,590,3
245,204,3
245,26,4
245,170,2
245,145,2
245,9,3
245,90,4
245,14,2
245,45,4
245,2,4
245,24,4
245,21,4
245,27,4
245,18,4
245,488,3
245,4,4
245,19,4
245,155,4
245,161,4
245,130,4
245,264,4
245,395,4
245,114,5
245,132,4
245,784,4
245,270,4
245,42,5
245,66,5
245,133,5
245,3138,4
245,1210,5
245,2821,4
245,1112,4
245,3904,3
245,93,5
245,33,4
245,1457,4
245,109,4
245,778,3
245,59,4
245,635,3
245,639,4
245,296,4
245,1119,3
245,1249,3
245,528,3
245,6218,3
245,722,3
245,1362,3
245,89,4
245,2508,2
245,1642,2
245,1465,4
245,461,4
245,50,4
245,278,4
245,786,4
245,2920,3
245,94,4
245,659,4
245,199,4
245,329,5
245,690,4
245,2004,4
245,216,5
245,46,3
245,31,4
245,106,4
245,1942,2
245,40,3
245,101,4
245,495,2
245,1102,4
245,723,5
245,2114,4
245,1216,4
245,316,3
245,98,4
252,895,3
252,649,3
252,867,4
252,3742,3
252,648,2
252,2375,4
252,284,3
252,291,4
252,514,3
252,5527,4
252,2018,5
252,1461,4
252,212,4
252,13,4
252,104,3
252,2162,4
252,1021,4
252,8306,4
252,290,4
252,860,3
252,1281,4
252,822,3
252,320,4
252,985,4
252,1252,3
252,2316,5
252,1988,4
252,516,4
252,1148,4
252,253,4
252,1271,4
252,359,4
252,794,3
252,836,3
252,1242,4
252,2281,4
252,1920,3
252,146,4
252,1968,3
252,617,3
252,1009,4
252,2543,3
252,3525,3
252,2188,3
252,80,5
252,7774,3
252,3412,3
252,239,3
252,101,3
252,695,4
252,664,3
252,1082,3
252,217,4
252,1212,3
252,6,3
252,2906,4
252,30,4
252,208,3
252,4516,4
252,1253,3
252,920,4
252,1512,4
252,2584,4
252,5031,5
252,4451,3
252,6617,3
252,285,3
252,1442,3
252,2175,4
252,408,4
252,61,3
252,5399,4
252,983,5
252,1044,4
252,2080,4
252,1065,3
252,1046,3
252,610,4
252,1451,3
252,4338,4
252,143,4
252,3491,5
252,2652,4
252,3603,4
252,6446,3
252,316,3
252,3867,4
252,279,4
252,1524,3
252,1539,3
252,6443,4
301,32,3
301,13,4
301,14,3
301,1332,4
301,7,3
301,510,4
301,1362,3
301,1278,3
301,1249,3
301,2,3
301,23,3
301,18,4
301,24,3
301,21,4
301,27,4
301,116,4
301,58,3
301,371,4
301,633,3
301,432,4
301,1003,4
301,1235,3
301,2056,4
301,640,3
301,180,3
301,1015,2
301,361,3
301,19,4
301,155,4
301,161,4
301,54,4
301,1014,4
301,488,3
301,28,3
301,103,5
301,1342,4
301,1924,4
301,429,4
301,1768,4
301,1089,4
301,1343,4
301,2554,4
301,3246,4
301,3247,4
301,2086,4
301,2489,4
301,2043,4
301,2718,4
301,2470,4
301,2469,4
301,894,4
301,3362,4
301,1368,4
301,3200,4
301,283,4
301,2452,4
301,2677,4
301,2936,4
301,755,4
301,3359,4
301,110,4
301,135,4
301,403,4
301,288,4
301,785,4
301,628,4
301,2666,4
301,2859,4
301,3500,3
301,1880,3
301,2416,3
301,6380,4
301,289,3
301,1161,3
301,1693,5
301,1862,4
301,2640,4
301,126,4
301,1105,4
301,1262,4
301,2817,4
301,8049,4
301,6440,2
301,547,3
301,298,4
301,1204,4
308,2841,3
308,6353,4
308,3849,5
308,1315,4
308,1029,4
308,239,4
308,828,4
308,6702,4
308,1886,3
308,4881,2
308,5879,2
308,2117,4
308,70,1
308,742,4
308,39,3
308,110,3
308,135,3
308,165,2
308,1263,3
308,2728,3
308,2140,3
308,1898,3
308,1177,4
308,429,3
308,1343,3
308,755,4
308,894,3
308,1924,4
308,450,3
308,891,2
308,1034,2
308,743,4
308,3883,4
308,2923,3
308,2452,2
308,5412,3
308,2691,3
308,2805,4
308,1370,5
308,5604,4
308,2300,3
308,2218,4
308,8271,3
308,3670,3
308,7365,3
308,4461,3
308,1441,3
308,4961,3
308,1904,5
308,4786,2
308,7511,2
308,2244,4
308,2767,4
308,3191,4
308,277,4
344,249,5
344,344,5
344,101,5
344,65,5
344,372,4
344,1923,5
344,2579,5
344,4,5
344,13,4
344,211,4
344,127,5
344,1312,4
344,1005,4
344,60,4
344,495,4
344,3598,5
344,1392,4
344,4672,4
344,100,4
344,405,5
344,2172,4
344,1704,4
344,297,5
344,3068,4
344,3202,4
344,3600,4
344,2098,4
344,4517,4
344,3133,4
344,1444,5
344,1318,5
344,4055,5
344,3412,4
344,373,4
344,68,4
344,1239,4
344,19,5
344,155,5
344,161,5
344,7,4
344,1019,5
344,637,4
344,117,3
344,8,4
344,317,4
344,3808,5
344,512,4
344,14,4
344,3520,5
344,2865,5
344,1315,4
344,426,2
344,119,4
344,22,3
344,2770,5
344,758,4
344,2,3
344,18,3
344,24,3
344,27,3
344,21,3
344,25,3
344,23,3
344,82,4
344,5482,4
344,3985,4
344,3933,4
344,172,4
344,1025,5
344,4861,4
344,4643,4
344,1344,4
344,6750,4
344,92,4
344,550,4
344,892,4
344,610,5
380,27,4
380,25,3
380,18,5
380,1135,5
380,489,3
380,485,4
380,213,5
380,3577,4
380,1975,3
380,1549,2
380,323,5
380,58,4
380,270,3
380,699,4
380,706,3
380,160,3
380,3351,3
380,5327,5
380,8079,3
380,7392,5
380,972,3
380,7616,5
380,1041,5
380,114,3
380,4870,1
380,1750,2
380,154,4
380,1113,5
380,1605,2
380,6354,4
380,209,3
380,395,4
380,26,3
380,2716,3
380,653,3
380,3379,3
380,2052,4
380,353,3
380,934,3
380,315,1
380,478,2
380,573,1
380,2380,3
380,5,3
380,7826,2
380,247,1
380,6913,1
380,180,4
380,784,3
380,828,5
380,4496,3
380,3519,2
380,3658,1
380,8,3
380,1853,3
380,35,1
380,2770,4
380,2023,4
380,7151,4
380,413,2
380,260,1
380,5033,4
380,121,3
380,7,3
391,2351,4
391,511,3
391,2074,4
391,4797,3
391,2745,3
391,2522,5
391,2429,5
391,2245,5
391,1358,5
391,46,5
391,67,5
391,11,4
391,142,4
391,7463,4
391,5201,3
391,5764,4
391,5216,5
391,3515,2
391,401,5
391,5934,4
391,2030,4
391,6910,4
391,3612,4
391,4647,3
391,5668,4
391,3957,4
391,2823,4
391,6610,4
391,5176,4
391,5588,4
391,7549,4
391,38,4
391,1316,1
391,143,5
391,1723,5
391,695,5
391,3507,5
391,4313,4
391,3861,5
391,1361,4
391,2003,5
391,5844,5
391,7875,4
391,4144,4
391,5422,5
391,61,5
391,1871,5
391,2107,5
391,1325,5
391,1164,5
391,4617,5
391,4420,5
398,65,5
398,14,4
398,32,4
398,50,5
398,5,4
398,8,4
398,4,4
398,94,4
398,35,4
398,101,4
398,28,4
398,29,3
398,58,5
398,71,5
398,103,5
398,109,4
398,79,3
398,42,3
398,2,3
398,25,3
398,24,3
398,18,3
398,21,3
398,23,3
398,26,4
398,11,4
398,10,4
398,13,4
398,40,4
398,448,3
398,37,4
398,1545,4
398,16,5
398,7,4
398,22,4
398,113,4
398,46,4
398,142,4
398,840,4
398,2411,4
398,3264,4
398,496,4
398,424,3
398,54,4
398,126,5
398,503,4
398,789,4
398,1179,4
398,4768,4
398,1096,4
398,1156,4
398,89,4
398,1331,3
398,127,4
398,1926,4
398,7577,4
398,2220,4
398,5424,5
398,3361,4
398,1157,4
398,6441,5
398,2327,4
398,374,4
398,236,4
398,1048,5
398,1927,4
398,2115,4
398,537,5
398,316,5
398,574,4
398,688,4
398,1710,4
398,677,5
398,329,5
398,1330,3
398,439,4
398,1235,4
398,34,4
398,9,5
398,588,5
398,785,4
398,5061,4
398,6869,4
398,2066,4
398,2203,4
398,4286,4
398,966,4
398,882,4
398,4657,4
398,989,4
398,3925,4
398,2730,4
398,4917,4
398,1963,4
398,31,4
398,196,3
398,1449,4
398,2279,4
398,2321,4
398,1976,4
398,261,3
398,2618,5
398,7249,4
398,6351,4
412,1205,3
412,574,4
412,265,5
412,483,4
412,10,5
412,78,3
412,828,3
412,2451,3
412,916,3
412,38,4
412,45,4
412,33,3
412,378,5
412,5122,4
412,2314,4
412,4,5
412,430,3
412,520,5
412,718,5
412,401,4
412,101,4
412,538,3
412,1679,5
412,7771,4
412,54,5
412,55,5
412,94,5
412,1005,4
412,13,4
412,60,4
412,5,5
412,867,3
412,7379,3
412,2,4
412,18,4
412,24,4
412,27,4
412,21,4
412,23,4
412,25,4
412,608,5
412,116,4
412,344,4
412,264,5
412,36,4
412,14,4
412,595,5
412,15,4
412,71,5
412,934,5
412,65,4
412,2770,5
412,43,5
412,317,4
412,2015,3
412,380,5
412,522,5
412,3566,4
412,1056,4
412,181,4
412,416,4
412,1003,3
412,425,2
412,360,4
412,180,4
412,63,4
412,3930,4
412,829,4
412,42,4
412,213,4
412,1280,5
412,323,4
412,8,4
412,1041,4
412,1492,4
412,255,1
412,130,5
412,358,4
412,79,4
412,171,4
412,118,4
412,2177,4
412,172,5
412,113,4
412,559,3
412,76,4
412,1500,4
412,1915,4
412,4443,5
412,121,5
412,2337,4
412,2366,4
421,46,4
421,124,5
421,106,4
421,216,4
421,1279,4
421,4,5
421,179,5
421,75,5
421,310,5
421,1107,3
421,1748,3
421,10,5
421,43,5
421,42,5
421,8,4
421,63,5
421,14,3
421,28,1
421,171,4
421,265,5
421,15,5
421,66,5
421,311,4
421,1237,4
421,1158,5
421,1466,5
421,3136,4
421,6050,3
421,59,5
421,64,5
421,381,4
421,625,4
421,1159,5
421,1567,4
421,3284,3
421,5667,4
421,4639,1
421,1386,3
421,2087,4
421,57,4
421,273,4
421,409,5
421,272,3
421,508,5
421,261,2
421,1185,4
421,3056,5
421,1051,5
421,1300,5
421,212,1
421,118,4
421,3293,5
421,8094,4
421,100,3
421,325,5
421,304,4
421,407,4
421,2679,4
421,306,3
421,122,1
421,326,3
421,9,4
421,2,5
421,513,5
421,133,4
421,231,4
421,704,5
421,771,4
421,195,4
421,8324,3
421,250,5
421,333,4
421,328,3
421,482,4
421,848,4
421,331,3
421,2147,2
421,1316,3
421,23,5
421,217,4
421,784,4
421,271,4
421,825,3
421,44,3
421,495,1
421,1832,4
421,1221,4
421,5187,4
421,2368,3
421,2757,4
421,77,4
421,6866,3
421,132,4
421,1833,4
421,1231,4
421,291,4
421,270,5
421,378,4
421,114,5
421,186,4
421,144,4
421,30,3
421,285,4
421,440,4
421,1081,4
421,850,3
431,287,3
431,3090,3
431,2190,3
431,57,4
431,46,4
431,11,3
431,354,3
431,1642,4
431,2508,2
431,6934,2
431,468,5
431,3505,5
431,4,5
431,5,3
431,13,4
431,33,3
431,45,4
431,6980,4
431,35,5
431,92,3
431,26,2
431,55,3
431,184,5
431,158,4
431,416,3
431,1258,4
431,373,5
431,335,4
431,1135,3
431,93,5
431,97,5
431,256,5
431,82,5
431,87,4
431,495,2
431,317,4
431,3856,3
431,1489,5
431,540,4
431,42,4
431,546,3
431,306,4
431,216,4
431,5090,4
431,132,2
431,3,2
431,52,1
431,56,1
431,66,5
431,65,4
431,28,3
431,36,3
431,111,3
431,10,4
431,109,5
431,1024,5
431,2025,2
431,710,3
431,16,3
431,2630,2
431,3805,4
431,368,3
431,239,4
431,63,3
431,9,3
431,338,2
431,156,1
431,273,3
431,480,4
431,2147,3
431,1,5
431,17,5
431,20,4
431,2315,4
431,2750,3
431,409,5
431,2643,3
431,421,4
431,127,4
431,75,4
431,2,4
431,62,4
431,37,4
431,122,4
431,117,5
431,1434,3
431,118,4
431,64,2
431,2632,4
431,185,4
431,404,4
431,2578,3
431,414,3
431,30,4
431,5895,2
431,39,4
431,165,4
431,668,3
431,2163,3
431,1069,5
431,27,5
431,226,4
431,244,3
431,61,4
431,412,3
459,81,4
459,5,3
459,1312,4
459,3417,5
459,516,4
459,1664,5
459,7662,5
459,55,4
459,326,3
459,60,3
459,405,5
459,782,4
459,1135,4
459,476,4
459,92,2
459,217,3
459,5058,1
459,3,2
459,52,3
459,56,2
459,527,4
459,558,4
459,563,4
459,631,4
459,652,4
459,624,4
459,724,4
459,748,4
459,871,3
459,1086,4
459,2090,4
459,1553,4
459,2303,3
459,46,4
459,2550,3
459,2605,3
459,3510,3
459,3608,3
459,3832,3
459,3990,4
459,3874,2
459,4425,3
459,208,4
459,4867,3
459,5410,4
459,5370,4
459,1257,3
459,2287,5
459,1818,5
459,2275,5
459,3496,5
459,2317,4
459,4105,4
459,5659,3
459,1201,2
459,4030,3
459,7576,3
459,4781,4
459,5218,4
459,3215,5
459,7112,2
459,8050,5
459,6731,4
459,433,5
459,841,5
459,889,4
459,1336,5
459,1483,4
459,1513,3
459,3183,3
459,3738,3
459,3984,3
459,1,5
459,20,5
459,17,5
459,1560,3
459,51,3
459,153,3
459,134,3
459,202,3
459,434,3
459,246,2
459,449,2
459,643,2
459,491,2
459,280,5
459,525,5
459,2130,3
459,1850,4
459,91,4
459,73,3
459,7250,3
485,5,5
485,495,5
485,2,5
485,24,5
485,21,5
485,27,5
485,18,5
485,23,5
485,795,5
485,1955,4
485,2304,4
485,7409,4
485,1657,3
485,54,4
485,132,1
485,5294,4
485,7262,5
485,76,2
485,10,2
485,162,5
485,3585,3
485,620,5
485,1314,4
485,361,3
485,204,3
485,6895,5
485,75,4
485,1457,3
485,2578,4
485,1329,5
485,130,5
485,264,3
485,401,3
485,1135,3
485,284,5
485,1250,5
485,129,5
485,4273,4
485,2544,3
485,66,4
485,14,3
485,4973,4
485,80,5
485,8,5
485,101,5
485,29,4
485,154,3
485,125,3
485,248,3
485,353,3
485,855,3
485,773,3
485,71,4
485,32,5
485,3079,4
485,118,4
485,3311,4
485,189,3
485,7,4
485,58,4
485,65,4
485,3600,5
485,4418,5
485,2053,5
485,1664,3
485,249,5
485,238,5
485,62,5
485,368,5
485,480,3
485,7655,5
485,4,5
485,13,5
485,57,5
485,36,5
485,50,5
485,70,5
485,3127,3
485,79,3
485,95,4
485,468,2
485,317,2
485,60,5
485,557,5
485,115,5
485,3985,5
485,1299,4
485,40,3
485,3187,5
485,587,5
503,238,3
503,38,5
503,5734,3
503,115,4
503,60,4
503,3308,4
503,211,4
503,150,5
503,92,4
503,142,5
503,4682,5
503,273,5
503,2,5
503,24,5
503,21,5
503,27,5
503,23,5
503,18,5
503,1501,3
503,1447,5
503,895,2
503,1051,5
503,67,5
503,11,5
503,26,5
503,33,5
503,64,5
503,331,5
503,304,5
503,78,4
503,306,5
503,310,4
503,22,4
503,101,5
503,111,4
503,127,4
503,291,5
503,208,3
503,95,4
503,31,5
503,2378,3
503,62,2
503,186,4
503,3493,5
503,46,5
503,100,3
503,727,2
503,37,4
503,19,4
503,881,4
503,9,5
503,697,5
503,2147,5
503,2707,4
503,1,5
503,1344,4
503,34,3
503,625,4
503,385,4
503,99,3
503,1439,5
503,17,5
503,20,5
503,36,4
503,856,4
503,1290,4
503,30,5
503,7275,4
503,144,5
503,404,5
503,973,5
503,1115,2
503,440,4
503,1813,4
503,231,4
503,412,4
503,630,4
503,5,5
503,313,5
503,6958,4
503,4412,5
503,1081,4
503,892,3
503,320,5
503,4879,3
503,236,5
503,82,4
503,2005,4
503,250,5
503,673,4
503,96,2
503,1628,5
516,7149,3
516,2259,5
516,424,5
516,2616,4
516,3884,3
516,400,4
516,1142,4
516,1620,4
516,974,4
516,1915,5
516,432,4
516,94,5
516,60,4
516,718,5
516,887,5
516,693,4
516,4733,5
516,4336,5
516,520,4
516,3247,4
516,3246,4
516,4,4
516,360,4
516,487,3
516,637,4
516,196,3
516,5,3
516,65,3
516,14,3
516,28,4
516,50,4
516,516,4
516,820,4
516,162,4
516,180,5
516,354,3
516,32,3
516,416,4
516,699,4
516,1938,4
516,158,3
516,3351,4
516,298,4
516,191,5
516,1265,5
516,828,4
516,1015,4
516,3930,3
516,4332,4
516,1191,3
516,2931,5
516,1886,3
516,576,4
516,1367,3
516,173,4
516,5739,3
516,276,3
516,365,4
516,897,2
516,1213,1
516,838,3
516,492,3
516,3403,3
516,213,4
516,1205,4
516,3243,4
516,1484,4
516,479,3
516,4537,4
516,79,4
516,403,4
516,335,4
516,177,4
516,71,4
516,5310,3
516,1312,5
516,13,4
516,70,4
516,760,3
516,4468,4
516,2678,4
516,268,3
516,575,3
516,413,4
520,310,2
520,238,5
520,1102,3
520,3856,2
520,122,3
520,516,5
520,306,4
520,304,4
520,669,4
520,94,5
520,186,3
520,33,4
520,111,2
520,5155,3
520,46,3
520,40,3
520,916,3
520,256,5
520,142,4
520,199,3
520,3,1
520,484,2
520,383,2
520,733,4
520,66,5
520,108,1
520,883,4
520,11,3
520,67,4
520,574,4
520,398,2
520,150,4
520,38,3
520,212,3
520,1701,1
520,100,4
520,148,3
520,700,2
520,453,2
520,527,3
520,563,2
520,4202,3
520,467,4
520,2000,3
520,1441,4
520,16,3
520,64,4
520,22,3
520,268,3
520,825,3
520,311,4
520,1,4
520,17,4
520,20,3
520,381,3
520,4639,4
520,396,3
520,2441,5
520,379,2
520,136,3
520,187,4
520,519,3
520,280,4
520,156,3
520,2671,3
520,5914,3
520,6383,3
520,139,5
520,31,5
520,166,3
520,12,5
520,655,3
520,355,4
520,1745,5
520,2738,3
520,378,5
520,1501,3
520,2115,4
520,69,3
520,4492,5
520,252,4
520,525,4
520,68,5
520,1237,4
520,185,3
520,206,3
520,423,4
520,51,3
520,1943,4
520,4189,3
520,153,4
520,134,4
520,30,4
520,581,4
520,290,3
520,309,2
520,319,3
520,91,4
520,1839,3
520,6,5
520,226,3
520,36,4
520,506,3
520,74,4
520,607,4
520,61,4
520,88,3
520,112,5
520,285,4
520,5233,3
520,1062,3
520,2179,3
520,5900,4
523,2053,4
523,5604,4
523,5,4
523,1520,5
523,1365,4
523,126,2
523,94,5
523,104,4
523,426,4
523,410,3
523,1312,3
523,969,2
523,63,1
523,635,2
523,467,4
523,162,3
523,520,4
523,4711,2
523,16,4
523,3222,3
523,3776,5
523,597,2
523,658,3
523,131,4
523,6687,4
523,2079,4
523,2790,3
523,1853,4
523,654,4
523,100,2
523,495,4
523,1796,5
523,297,4
523,213,3
523,1121,2
523,3643,4
523,4887,3
523,380,4
523,1239,3
523,2449,4
523,1319,4
523,121,3
523,2253,4
523,2917,3
523,2098,4
523,638,4
523,3428,4
523,2117,4
523,516,4
523,344,4
523,3068,3
523,614,2
523,2172,4
523,6327,4
523,264,4
523,115,4
523,758,4
523,354,2
523,5935,3
523,870,3
523,3560,4
523,4116,4
523,101,3
523,742,4
523,2025,3
523,4394,3
523,1281,4
523,659,3
523,1299,3
523,3071,4
523,473,3
523,4983,3
523,4429,5
523,2517,4
523,1378,2
523,124,4
523,1030,4
523,352,4
523,215,3
523,5506,3
523,1318,3
523,775,4
523,619,3
523,3064,3
523,2516,4
523,458,4
523,850,3
523,1982,2
523,2969,3
523,4873,4
523,6054,2
523,8121,3
523,192,3
539,2698,4
539,426,5
539,2914,3
539,8,4
539,4,5
539,101,5
539,65,5
539,14,4
539,10,4
539,55,4
539,33,3
539,58,4
539,11,3
539,495,4
539,28,4
539,516,4
539,35,2
539,57,3
539,378,4
539,94,5
539,483,5
539,405,4
539,323,3
539,587,1
539,436,5
539,114,1
539,212,4
539,1055,5
539,895,3
539,1928,4
